1, 0.0000, 0.0000
2, 2.5000, 0.0000
3, 5.0000, 0.0000
4, 7.5000, 0.0000
5, 10.0000, 0.0000
6, 12.5000, 0.0000
7, 15.0000, 0.0000
8, 17.5000, 0.0000
9, 20.0000, 0.0000
10, 22.5000, 0.0000
11, 25.0000, 0.0000
12, 27.5000, 0.0000
13, 30.0000, 0.0000
14, 32.5000, 0.0000
15, 35.0000, 0.0000
16, 37.5000, 0.0000
17, 40.0000, 0.0000
18, 42.5000, 0.0000
19, 45.0000, 0.0000
20, 47.5000, 0.0000
21, 50.0000, 0.0000
22, 0.0000, 2.5000
23, 2.5000, 2.5000
24, 5.0000, 2.5000
25, 7.5000, 2.5000
26, 10.0000, 2.5000
27, 12.5000, 2.5000
28, 15.0000, 2.5000
29, 17.5000, 2.5000
30, 20.0000, 2.5000
31, 22.5000, 2.5000
32, 25.0000, 2.5000
33, 27.5000, 2.5000
34, 30.0000, 2.5000
35, 32.5000, 2.5000
36, 35.0000, 2.5000
37, 37.5000, 2.5000
38, 40.0000, 2.5000
39, 42.5000, 2.5000
40, 45.0000, 2.5000
41, 47.5000, 2.5000
42, 50.0000, 2.5000
43, 0.0000, 5.0000
44, 2.5000, 5.0000
45, 5.0000, 5.0000
46, 7.5000, 5.0000
47, 10.0000, 5.0000
48, 12.5000, 5.0000
49, 15.0000, 5.0000
50, 17.5000, 5.0000
51, 20.0000, 5.0000
52, 22.5000, 5.0000
53, 25.0000, 5.0000
54, 27.5000, 5.0000
55, 30.0000, 5.0000
56, 32.5000, 5.0000
57, 35.0000, 5.0000
58, 37.5000, 5.0000
59, 40.0000, 5.0000
60, 42.5000, 5.0000
61, 45.0000, 5.0000
62, 47.5000, 5.0000
63, 50.0000, 5.0000
64, 0.0000, 7.5000
65, 2.5000, 7.5000
66, 5.0000, 7.5000
67, 7.5000, 7.5000
68, 10.0000, 7.5000
69, 12.5000, 7.5000
70, 15.0000, 7.5000
71, 17.5000, 7.5000
72, 20.0000, 7.5000
73, 22.5000, 7.5000
74, 25.0000, 7.5000
75, 27.5000, 7.5000
76, 30.0000, 7.5000
77, 32.5000, 7.5000
78, 35.0000, 7.5000
79, 37.5000, 7.5000
80, 40.0000, 7.5000
81, 42.5000, 7.5000
82, 45.0000, 7.5000
83, 47.5000, 7.5000
84, 50.0000, 7.5000
85, 0.0000, 10.0000
86, 2.5000, 10.0000
87, 5.0000, 10.0000
88, 7.5000, 10.0000
89, 10.0000, 10.0000
90, 12.5000, 10.0000
91, 15.0000, 10.0000
92, 17.5000, 10.0000
93, 20.0000, 10.0000
94, 22.5000, 10.0000
95, 25.0000, 10.0000
96, 27.5000, 10.0000
97, 30.0000, 10.0000
98, 32.5000, 10.0000
99, 35.0000, 10.0000
100, 37.5000, 10.0000
101, 40.0000, 10.0000
102, 42.5000, 10.0000
103, 45.0000, 10.0000
104, 47.5000, 10.0000
105, 50.0000, 10.0000
106, 0.0000, 12.5000
107, 2.5000, 12.5000
108, 5.0000, 12.5000
109, 7.5000, 12.5000
110, 10.0000, 12.5000
111, 12.5000, 12.5000
112, 15.0000, 12.5000
113, 17.5000, 12.5000
114, 20.0000, 12.5000
115, 22.5000, 12.5000
116, 25.0000, 12.5000
117, 27.5000, 12.5000
118, 30.0000, 12.5000
119, 32.5000, 12.5000
120, 35.0000, 12.5000
121, 37.5000, 12.5000
122, 40.0000, 12.5000
123, 42.5000, 12.5000
124, 45.0000, 12.5000
125, 47.5000, 12.5000
126, 50.0000, 12.5000
127, 0.0000, 15.0000
128, 2.5000, 15.0000
129, 5.0000, 15.0000
130, 7.5000, 15.0000
131, 10.0000, 15.0000
132, 12.5000, 15.0000
133, 15.0000, 15.0000
134, 17.5000, 15.0000
135, 20.0000, 15.0000
136, 22.5000, 15.0000
137, 25.0000, 15.0000
138, 27.5000, 15.0000
139, 30.0000, 15.0000
140, 32.5000, 15.0000
141, 35.0000, 15.0000
142, 37.5000, 15.0000
143, 40.0000, 15.0000
144, 42.5000, 15.0000
145, 45.0000, 15.0000
146, 47.5000, 15.0000
147, 50.0000, 15.0000
148, 0.0000, 17.5000
149, 2.5000, 17.5000
150, 5.0000, 17.5000
151, 7.5000, 17.5000
152, 10.0000, 17.5000
153, 12.5000, 17.5000
154, 15.0000, 17.5000
155, 17.5000, 17.5000
156, 20.0000, 17.5000
157, 22.5000, 17.5000
158, 25.0000, 17.5000
159, 27.5000, 17.5000
160, 30.0000, 17.5000
161, 32.5000, 17.5000
162, 35.0000, 17.5000
163, 37.5000, 17.5000
164, 40.0000, 17.5000
165, 42.5000, 17.5000
166, 45.0000, 17.5000
167, 47.5000, 17.5000
168, 50.0000, 17.5000
169, 0.0000, 20.0000
170, 2.5000, 20.0000
171, 5.0000, 20.0000
172, 7.5000, 20.0000
173, 10.0000, 20.0000
174, 12.5000, 20.0000
175, 15.0000, 20.0000
176, 17.5000, 20.0000
177, 20.0000, 20.0000
178, 22.5000, 20.0000
179, 25.0000, 20.0000
180, 27.5000, 20.0000
181, 30.0000, 20.0000
182, 32.5000, 20.0000
183, 35.0000, 20.0000
184, 37.5000, 20.0000
185, 40.0000, 20.0000
186, 42.5000, 20.0000
187, 45.0000, 20.0000
188, 47.5000, 20.0000
189, 50.0000, 20.0000
190, 0.0000, 22.5000
191, 2.5000, 22.5000
192, 5.0000, 22.5000
193, 7.5000, 22.5000
194, 10.0000, 22.5000
195, 12.5000, 22.5000
196, 15.0000, 22.5000
197, 17.5000, 22.5000
198, 20.0000, 22.5000
199, 22.5000, 22.5000
200, 25.0000, 22.5000
201, 27.5000, 22.5000
202, 30.0000, 22.5000
203, 32.5000, 22.5000
204, 35.0000, 22.5000
